date,atmo_local_nagoya,atmo_sea_nagoya,temp_avg_nagoya,temp_high_nagoya,temp_low_nagoya,atmo_local_fukuoka,atmo_sea_fukuoka,temp_avg_fukuoka,temp_high_fukuoka,temp_low_fukuoka
2025-07-24,1006.5,1012.8,30.2,35.8,26.4,1008.3,1010.0,32.0,36.6,27.4
2025-07-25,1006.6,1012.9,30.0,35.4,25.9,1006.7,1008.4,31.6,37.1,27.6
2025-07-26,1006.0,1012.4,30.2,35.2,26.5,1005.0,1006.7,31.7,36.4,28.3
2025-07-27,1003.2,1009.5,29.7,34.9,26.3,1003.4,1005.1,31.8,36.7,28.2
2025-07-28,998.8,1005.1,30.6,36.0,26.0,1001.3,1003.0,31.9,37.9,26.9
2025-07-29,996.5,1002.7,31.1,38.3,27.0,999.4,1001.1,31.4,35.3,26.8
2025-07-30,996.7,1002.9,31.0,37.3,27.9,999.3,1001.0,31.4,34.9,27.4
2025-07-31,997.3,1003.6,30.4,35.3,27.4,1000.9,1002.6,30.9,36.3,25.8
2025-08-01,993.9,1000.1,32.1,38.9,27.1,1001.0,1002.7,30.2,34.4,27.8
2025-08-02,993.1,999.3,32.9,38.8,28.6,1001.4,1003.1,29.4,33.5,27.3
2025-08-03,996.2,1002.4,32.2,38.4,28.8,1002.0,1003.7,30.0,34.9,26.1
2025-08-04,1000.4,1006.6,31.1,36.8,28.6,1003.4,1005.1,30.5,33.2,27.9
2025-08-05,1001.0,1007.3,32.1,37.7,28.3,1006.3,1008.0,31.0,35.6,28.6
2025-08-06,999.0,1005.3,32.1,38.4,28.1,1005.0,1006.7,32.0,35.7,29.1
2025-08-07,994.5,1000.7,30.2,34.9,27.9,1002.2,1003.9,29.8,32.1,26.7
2025-08-08,997.1,1003.4,30.1,35.5,25.6,1003.6,1005.3,29.4,31.8,27.2
2025-08-09,1000.2,1006.5,29.0,35.5,25.2,1003.8,1005.5,26.8,30.0,23.6
2025-08-10,999.2,1005.5,27.1,29.0,25.6,1001.1,1002.8,26.9,29.8,25.6
2025-08-11,1000.9,1007.3,27.0,29.4,25.4,1003.9,1005.6,26.8,29.6,25.5
2025-08-12,1006.0,1012.4,28.9,33.1,26.5,1010.0,1011.7,29.5,33.3,26.6
2025-08-13,1009.5,1015.9,29.7,34.5,26.4,1014.1,1015.8,30.1,34.1,27.0
2025-08-14,1010.1,1016.4,29.0,34.4,26.5,1014.9,1016.6,30.4,35.0,26.9
2025-08-15,1007.7,1014.0,30.9,36.6,26.7,1013.6,1015.3,30.4,34.6,26.9
2025-08-16,1007.2,1013.5,30.5,37.0,27.1,1012.4,1014.1,30.6,35.0,26.6
2025-08-17,1008.0,1014.3,31.4,37.3,27.2,1013.7,1015.4,30.5,34.2,27.6
2025-08-18,1008.3,1014.7,31.6,38.6,26.0,1014.1,1015.8,30.2,34.3,26.5
2025-08-19,1006.8,1013.1,31.5,37.5,27.3,1012.0,1013.7,30.5,34.4,27.5
2025-08-20,1004.9,1011.2,32.0,38.3,28.0,1009.9,1011.6,30.3,35.3,27.8
2025-08-21,1004.3,1010.6,32.9,39.0,28.3,1008.3,1010.0,29.8,35.8,26.9
2025-08-22,1004.0,1010.3,31.4,37.7,27.9,1008.0,1009.7,29.7,34.1,25.9
2025-08-23,1005.0,1011.4,29.8,35.6,26.9,1010.1,1011.8,30.1,35.5,26.6
2025-08-24,1005.7,1012.0,31.3,38.4,27.3,1011.5,1013.2,30.0,35.2,26.7
2025-08-25,1006.6,1012.9,30.6,36.6,28.1,1011.3,1013.0,30.2,35.5,27.1
2025-08-26,1005.9,1012.2,30.4,37.0,27.3,1010.2,1011.9,30.0,35.2,27.1
2025-08-27,1004.5,1010.9,30.3,37.7,27.2,1010.1,1011.8,29.9,35.2,27.5
2025-08-28,1006.7,1013.0,29.9,37.3,26.3,1011.8,1013.5,29.7,35.0,26.5
2025-08-29,1008.7,1015.1,30.3,35.2,26.6,1013.5,1015.2,30.8,35.6,26.9
2025-08-30,1007.5,1013.8,32.3,39.1,27.5,1013.5,1015.2,30.9,35.5,28.2
2025-08-31,1006.2,1012.5,31.8,40.0,27.1,1010.5,1012.2,30.1,34.8,27.1
2025-09-01,1005.6,1011.9,31.1,38.2,27.5,1008.5,1010.2,30.6,34.0,27.7
2025-09-02,1004.6,1010.9,31.1,38.0,27.3,1009.0,1010.7,28.5,31.8,23.2
2025-09-03,1005.5,1011.8,30.9,37.5,27.4,1008.7,1010.4,30.5,35.1,26.0
2025-09-04,1006.4,1012.8,28.5,32.8,25.1,1005.8,1007.5,28.9,31.0,27.0
2025-09-05,999.2,1005.6,27.7,33.3,24.5,1008.0,1009.7,29.2,32.9,26.0
2025-09-06,1003.7,1010.1,28.5,34.9,24.9,1009.5,1011.2,29.9,35.2,26.2
2025-09-07,1003.5,1009.8,29.2,34.8,24.8,1008.4,1010.1,30.8,36.3,26.9
2025-09-08,1003.3,1009.6,30.8,36.3,26.6,1009.3,1011.0,30.0,34.7,27.2
2025-09-09,1004.8,1011.1,30.7,36.5,26.6,1009.6,1011.3,29.2,34.1,26.9
2025-09-10,1005.5,1011.9,30.0,35.0,27.3,1009.1,1010.8,27.1,30.4,24.8
2025-09-11,1007.7,1014.1,28.4,32.8,25.2,1010.8,1012.5,28.6,32.6,25.6
2025-09-12,1010.0,1016.4,25.9,29.3,24.2,1011.1,1012.8,28.9,32.4,26.6
2025-09-13,1006.8,1013.2,26.3,30.3,23.9,1008.9,1010.6,29.0,32.2,26.8
2025-09-14,1005.4,1011.7,28.5,31.6,25.0,1010.6,1012.3,28.7,32.3,26.5
2025-09-15,1008.2,1014.6,30.2,35.6,26.6,1013.9,1015.6,29.3,34.4,27.0
2025-09-16,1008.3,1014.7,29.5,35.6,24.9,1012.9,1014.6,28.9,33.9,26.1
2025-09-17,1005.4,1011.7,30.4,34.9,27.1,1010.9,1012.6,28.4,33.3,25.0
2025-09-18,1004.4,1010.7,29.0,34.3,25.8,1012.0,1013.7,25.9,29.1,24.0
2025-09-19,1009.1,1015.6,26.2,30.3,23.9,1013.0,1014.7,27.1,31.1,23.8
2025-09-20,1006.0,1012.5,24.1,25.0,22.4,1008.8,1010.5,27.4,30.4,25.2
2025-09-21,1004.6,1011.0,25.8,31.6,21.9,1012.1,1013.8,26.0,29.4,23.6
2025-09-22,1012.7,1019.2,23.8,28.7,19.6,1015.3,1017.0,26.0,30.2,22.4
2025-09-23,1014.8,1021.3,24.2,28.4,21.5,1015.1,1016.8,25.6,28.8,21.9
2025-09-24,1015.2,1021.7,23.9,27.5,19.8,1013.9,1015.6,28.3,33.4,24.9
2025-09-25,1013.8,1020.3,23.7,26.2,21.8,1016.1,1017.8,28.3,32.6,25.7
2025-09-26,1009.2,1015.6,26.1,32.8,20.9,1016.5,1018.2,26.9,29.8,25.4
2025-09-27,1009.4,1015.9,25.6,30.9,20.6,1014.9,1016.6,26.0,27.3,24.2
